authors,weights
Technological unemployment,4000000
Tecumseh,4000000
Ted Budd,4000000
Ted C. Lewellen,4000000
Ted Chiang,4000000
Ted Cruz,4000000
"Ted Ginn, Jr.",4000000
Ted Haggard,4000000
Ted Hughes,4000000
Ted Kennedy,4000000
Ted Malloch,4000000
Ted Nugent,4000000
Ted Rall,4000000
Ted Williams,4000000
Tedros Adhanom,4000000
Teenage Mutant Ninja Turtles,4000000
Teenagers,4000000
Tegla Loroupe,4000000
Tehmina Durrani,4000000
Telecommunication,4000000
Telengana,4000000
Teleology,4000000
Telescope,4000000
Temper,4000000
Temperance,4000000
Temple,4000000
Temple Grandin,4000000
Temptation,4000000
Ten Commandments,4000000
Tenant,4000000
Tench Coxe,4000000
Tendani Gaolathe,4000000
Tender is the Night,4000000
Teng Chia-chi,4000000
Tennessee,4000000
Tennessee Williams,4000000
Tennis,4000000
Tension,4000000
"Tenzin Gyatso, 14th Dalai Lama",4000000
Tera Patrick,4000000
Terence,4000000
Terence Ball,4000000
Terence McKenna,4000000
Terence Rattigan,4000000
Tererai Trent,4000000
Teresa Heinz Kerry,4000000
Teresa Kok,4000000
Teresa Nielsen Hayden,4000000
Teresa of Ávila,4000000
Terese Marie Mailhot,4000000
Teri Garr,4000000
Terrance Hayes,4000000
Terrence Howard,4000000
Terroir,4000000
Terrorism in India,4000000
Terrorism in the United States,4000000
Terry Eagleton,4000000
Terry Francona,4000000
Terry Gilliam,4000000
Terry Glavin,4000000
Terry Goodkind,4000000
Terry Jones,4000000
Terry McAuliffe,4000000
Terry McMillan,4000000
Terry Pratchett,4000000
Terry Scott,4000000
Terry Winograd,4000000
Tessa Thompson,4000000
Tessa Virtue,4000000
Tests,4000000
Tetsugen Doko,4000000
Tettō Gikō,4000000
Tex Atchison,4000000
Texas,4000000
Texas Heartbeat Act,4000000
Texas Longhorn Athletics,4000000
Texe Marrs,4000000
Text,4000000
Textile,4000000
Thabo Mbeki,4000000
Thaddeus Stevens,4000000
Thaddus E. Weckowicz,4000000
Thae Yong-ho,4000000
Thaksin Shinawatra,4000000
Thandiwe Newton,4000000
Thanesar,4000000
Thanhha Lai,4000000
Thanksgiving,4000000
Thanos,4000000
Thao Nguyen,4000000
Thapelo Olopeng,4000000
The Acquisitive Society,4000000
The Advance of Science in the Last Half-Century,4000000
The Alchemist (novel),4000000
The American Democrat,4000000
The Andromeda Strain,4000000
The Ashes,4000000
The Astonishing Hypothesis,4000000
The Audacity of Hope,4000000
The Bible and homosexuality,4000000
The Bible and slavery,4000000
The Bible and violence,4000000
The Book Thief,4000000
The Book of Disquiet,4000000
The Boondocks (comic strip),4000000
The Breaker,4000000
The Bridge (2006 documentary film),4000000
The Bronx,4000000
The Buggles,4000000
The Calculus of Consent,4000000
The Chomsky Reader,4000000
The Chronicles of Narnia,4000000
The Closing of the American Mind,4000000
The Cloud of Unknowing,4000000
The Cocktail Party,4000000
The Colour of Magic,4000000
The Columbian Orator,4000000
The Communist Manifesto,4000000
The Concept of Anxiety,4000000
The Conquest of Happiness,4000000
The Count of Monte Cristo,4000000
The Court Jester,4000000
The Cry for Justice,4000000
The Curious Case of Benjamin Button (short story),4000000
The Da Vinci Code,4000000
The Daily Show,4000000
The Dawn (book),4000000
The Dead Father,4000000
The Death of Ivan Ilyich,4000000
The Denationalization of Money,4000000
The Dresden Dolls,4000000
The Dunciad,4000000
The Elements of Style,4000000
The Emergency (India),4000000
The Emperor's New School,4000000
The End of Faith,4000000
The Establishment,4000000
The Excursion,4000000
The Family Reunion,4000000
The Fatal Conceit,4000000
The Founders of Geology,4000000
The Fountainhead,4000000
The Frog Prince,4000000
The Gateless Gate,4000000
"The General Theory of Employment, Interest and Money",4000000
The Giver,4000000
The Glass Bead Game,4000000
The Gnostic Religion,4000000
The Grapes of Wrath,4000000
The Great Instauration,4000000
The Great Unraveling,4000000
The Green Book,4000000
The Ground Beneath Her Feet,4000000
The Guardian,4000000
The Guardian Legend,4000000
The Hindu-Arabic Numerals,4000000
The History and Culture of the Indian People,4000000
The Holocaust,4000000
The House in Fata Morgana,4000000
The Hunchback of Notre-Dame,4000000
The Hunting of the Snark,4000000
The Immoralist,4000000
The Impact of Science on Society,4000000
The Imperial Gazetteer of India,4000000
The International Jew,4000000
The Iron King,4000000
The Island of the Day Before,4000000
The Land Before Time IV: Journey Through the Mists,4000000
The Last Unicorn,4000000
The Last of Us,4000000
The Law of Peoples,4000000
The Life of the Honble Henry Cavendish,4000000
The Limits to Growth,4000000
The Little Golden Calf,4000000
The Little Prince,4000000
The Lost Mind of Dr. Brain,4000000
The Lost Symbol,4000000
The Lost World (Crichton novel),4000000
The Mahatma Letters to A. P. Sinnett,4000000
The Man Who Laughs,4000000
The Man Who Was Thursday,4000000
The Man with the Golden Arm,4000000
The Mathematician in Modern Physics,4000000
The Meaning of Shakespeare,4000000
The Men Who Stare at Goats (film),4000000
The Metaphysical Foundations of Modern Physical Science,4000000
The Moody Blues,4000000
The Moon Is a Harsh Mistress,4000000
The Moral Sayings of Publius Syrus,4000000
The Mysteries of Pittsburgh,4000000
The Myth of the Twentieth Century,4000000
The National Theatre of Brent,4000000
The Neverending Story,4000000
The New Great Game,4000000
The New Pornographers,4000000
The New York Times,4000000
The News Quiz,4000000
The Origin and Development of the Quantum Theory,4000000
The Origins of Modern Science,4000000
The Pentagon,4000000
The Perks of Being a Wallflower,4000000
The Phantom Tollbooth,4000000
The Philosophy of Mathematics (Comte),4000000
The Pickwick Papers,4000000
The Positive Philosophy of Auguste Comte,4000000
The Praise of Folly,4000000
The Prince,4000000
The Prince and the Pauper,4000000
The Princess (poem),4000000
The Prisoner of Zenda,4000000
The Protocols of the Meetings of the Learned Elders of Zion,4000000
The Reader,4000000
The Reappearance of the Christ,4000000
The Revenger's Tragedy,4000000
The Revolt of the Masses,4000000
The Right Nation,4000000
The Right to Be Greedy,4000000
The Road,4000000
The Road to Serfdom,4000000
The Road to Wigan Pier,4000000
The Sacred Exchange between Saint Francis and Lady Poverty,4000000
The Science of Mechanics,4000000
The Scientific Papers of James Clerk Maxwell,4000000
The Seafarer (poem),4000000
The Secret (film),4000000
The Sensory Order,4000000
The Shadow,4000000
The Shepherd of Hermas,4000000
The Ship that Flew,4000000
The Sickness Unto Death,4000000
The Slow Mo Guys,4000000
The Social Contract,4000000
The Spirit of the Laws,4000000
The Stanley Parable,4000000
The Statesman (India),4000000
The Story of My Experiments with Truth,4000000
The Systeme of the World: in Four Dialogues,4000000
The Tao of Steve,4000000
The Theory of the Leisure Class,4000000
The Third Part of the Pilgrim's Progress,4000000
The Time Machine,4000000
The Turner Diaries,4000000
The Vested Interests and the Common Man,4000000
The Wanderer (poem),4000000
The Warrior Prophet,4000000
The Way of a Pilgrim,4000000
The Weather Underground,4000000
The Who,4000000
The Winter of Frankie Machine,4000000
The Zürau Aphorisms,4000000
The public,4000000
The road to hell is paved with good intentions,4000000
Theano (philosopher),4000000
Theatre,4000000
Theatre of the Oppressed,4000000
Theda Bara,4000000
Theft,4000000
Theism,4000000
Thelma Ekiyor,4000000
Thelma Schoonmaker,4000000
Thelonious Monk,4000000
Themistocles,4000000
Theo Jansen,4000000
Theo de Raadt,4000000
Theocracy,4000000
Theocritus,4000000
Theodicy,4000000
Theodor Adorno,4000000
Theodor Herzl,4000000
Theodor Morell,4000000
Theodore Dreiser,4000000
Theodore Gray,4000000
Theodore Hesburgh,4000000
Theodore Kaczynski,4000000
Theodore L. Cuyler,4000000
Theodore Levitt,4000000
Theodore Parker,4000000
Theodore Roszak (scholar),4000000
Theodore Schultz,4000000
Theodore Watts-Dunton,4000000
Theodore Wilbur Anderson,4000000
Theodore Winthrop,4000000
Theodore Zeldin,4000000
Theodoret,4000000
Theodoros Kolokotronis,4000000
Theodosius Dobzhansky,4000000
Theognis of Megara,4000000
Theophrastus,4000000
Theorem,4000000
Theory,4000000
Theory and Practice of Banking,4000000
Theory of Heat,4000000
Theory of everything,4000000
Theory of relativity,4000000
Theory of the Earth,4000000
Theory of tides,4000000
Theosophy,4000000
Therapy,4000000
Theresa Ikoko,4000000
Theresa May,4000000
Theresa Nyava,4000000
Thermodynamics,4000000
"Thesis, antithesis, synthesis",4000000
Thessaloniki,4000000
Theta function,4000000
They Might Be Giants,4000000
Thiago Silva,4000000
Thierry Baudet,4000000
Thin-shell structure,4000000
Thing,4000000
Thiol,4000000
Third Battle of Panipat,4000000
Third Epistle of John,4000000
Third eye,4000000
Thiruvalluvar,4000000
Thiruvananthapuram,4000000
This Bridge Called My Back,4000000
This Changes Everything (book),4000000
Thom Gunn,4000000
Thom Hartmann,4000000
Thomas A. Bailey,4000000
Thomas A. Kochan,4000000
Thomas A. McKean,4000000
Thomas Adam,4000000
Thomas Aquinas,4000000
Thomas Arnold,4000000
Thomas Babington Macaulay,4000000
Thomas Bailey Aldrich,4000000
Thomas Bastard,4000000
Thomas Beecham,4000000
Thomas Bell (zoologist),4000000
Thomas Berry,4000000
Thomas Bhalerao,4000000
Thomas Blamey,4000000
Thomas Blom Hansen,4000000
Thomas Boston,4000000
Thomas Bracken,4000000
Thomas Brackett Reed,4000000
Thomas Bradwardine,4000000
Thomas Brooks (Puritan),4000000
Thomas Browne,4000000
Thomas Cahill,4000000
Thomas Campion,4000000
Thomas Carlyle,4000000
Thomas Chalmers,4000000
Thomas Chandler Haliburton,4000000
Thomas Charles Lethbridge,4000000
Thomas Chatterton,4000000
Thomas Clarkson,4000000
Thomas Cohen,4000000
Thomas Condon,4000000
Thomas Cooper (U.S. politician),4000000
Thomas Cranmer,4000000
Thomas Davies Mutch,4000000
Thomas Day (writer),4000000
Thomas De Quincey,4000000
Thomas Dekker (writer),4000000
Thomas Denison,4000000
"Thomas Dewar, 1st Baron Dewar",4000000
Thomas Dolby,4000000
Thomas Drummond,4000000
Thomas Eakins,4000000
Thomas Edward Gullickson,4000000
Thomas Erskine,4000000
Thomas Fairfax,4000000
Thomas Frank,4000000
Thomas Friedman,4000000
Thomas Fuller,4000000
Thomas Gainsborough,4000000
Thomas Garrett,4000000
Thomas Gold,4000000
Thomas Goodwin,4000000
Thomas Gordon Hake,4000000
Thomas Graham Rose,4000000
Thomas Gray,4000000
Thomas Guthrie,4000000
Thomas H. Davenport,4000000
Thomas H. Moorer,4000000
Thomas Hardy,4000000
Thomas Haynes Bayly,4000000
Thomas Henry Huxley,4000000
Thomas Hesse,4000000
Thomas Heywood,4000000
Thomas Hobbes,4000000
Thomas Hood,4000000
Thomas Hughes (priest),4000000
Thomas Hylland Eriksen,4000000
Thomas J. J. Altizer,4000000
Thomas J. Sargent,4000000
Thomas J. Watson,4000000
Thomas Jefferson,4000000
Thomas Jones (civil servant),4000000
Thomas Joseph Neylon,4000000
Thomas Kean Jr.,4000000
Thomas Ken,4000000
Thomas Keneally,4000000
Thomas Kuhn,4000000
Thomas Kyd,4000000
Thomas Lansing Masson,4000000
Thomas Ligotti,4000000
Thomas Little Heath,4000000
Thomas Lodge,4000000
Thomas Love Peacock,4000000
Thomas Luckmann,4000000
Thomas M. Disch,4000000
Thomas Malory,4000000
Thomas Mann,4000000
Thomas March Clark,4000000
Thomas Merton,4000000
Thomas Middleton,4000000
Thomas Moore,4000000
Thomas More,4000000
Thomas Morton (playwright),4000000
Thomas Moss (minister),4000000
Thomas Moult,4000000
Thomas Müntzer,4000000
Thomas Nagel,4000000
Thomas Nashe,4000000
Thomas Occleve,4000000
Thomas Oliphant,4000000
Thomas Overbury,4000000
Thomas Paine,4000000
Thomas Parnell,4000000
Thomas Percy (Bishop of Dromore),4000000
Thomas Piketty,4000000
Thomas Pynchon,4000000
Thomas R. Marshall,4000000
Thomas Randolph (poet),4000000
Thomas Remengesau Jr.,4000000
Thomas Rymer,4000000
"Thomas Sackville, 1st Earl of Dorset",4000000
Thomas Sankara,4000000
Thomas Savery,4000000
Thomas Shadwell,4000000
Thomas Sowell,4000000
Thomas Stafford Williams,4000000
Thomas Sturge Moore,4000000
Thomas Szasz,4000000
Thomas Tickell,4000000
Thomas Tredgold,4000000
Thomas Tusser,4000000
Thomas Warton,4000000
"Thomas Watson, Jr.",4000000
Thomas Weber (historian),4000000
Thomas Wentworth Higginson,4000000
Thomas Wolfe,4000000
Thomas Wolsey,4000000
Thomas Wyatt,4000000
Thomas Yalden,4000000
Thomas Young (scientist),4000000
Thomas de Maizière,4000000
Thomas à Kempis,4000000
Thor,4000000
Thor (Marvel Comics),4000000
Thornton Wilder,4000000
Thorstein Veblen,4000000
Thorsten Heins,4000000
Thorsten J. Pattberg,4000000
Thoughtlessness,4000000
Thoughts and prayers,4000000
Thrainn Eggertsson,4000000
Thrasymachus,4000000
Threatening the president of the United States,4000000
Three Comrades,4000000
Three-dimensional space,4000000
Thrill,4000000
Thrity Umrigar,4000000
Throne,4000000
Thrushes,4000000
Thucydides,4000000
Thuli Madonsela,4000000
Thunder,4000000
Thurgood Marshall,4000000
Thus Spoke Zarathustra,4000000
Théodore Guérin,4000000
Théophile Wahis,4000000
Thérèse Coffey,4000000
Thérèse Couderc,4000000
Thérèse of Lisieux,4000000
Thích Nhất Hạnh,4000000
Thích Nhật Từ,4000000
Thế Lữ,4000000
Tia Blanco,4000000
Tibet,4000000
Tibetan language,4000000
Tibetan literature,4000000
Tiburcio Vásquez,4000000
Tides,4000000
Tien Hung-mao,4000000
Tiffany Brar,4000000
Tiger Woods,4000000
Tigers,4000000
Tigran Petrosian,4000000
Tigris–Euphrates river system,4000000
Tiktaalik,4000000
Tilda Moyo,4000000
Tilda Swinton,4000000
Till Lindemann,4000000
Tim Allen,4000000
Tim Berners-Lee,4000000
Tim Curry,4000000
Tim DeRoche,4000000
Tim Farron,4000000
Tim Flannery,4000000
Tim Gunn,4000000
Tim Jacobus,4000000
Tim Jenkin,4000000
Tim Kennedy (fighter),4000000
Tim Maudlin,4000000
Tim Minchin,4000000
Tim O'Brien (author),4000000
Tim Parks,4000000
Tim Paterson,4000000
Tim Powers,4000000
Tim Riley,4000000
Tim Walz,4000000
Tim Wirkus,4000000
Tim Wise,4000000
Timbuktu,4000000
Time Enough for Love,4000000
Time and motion study,4000000
Time management,4000000
Timequake,4000000
Times,4000000
Timing,4000000
Timo K. Mukka,4000000
Timofey Markov,4000000
Timothee Besset,4000000
Timothy C. Winegard,4000000
Timothy D. Snyder,4000000
Timothy Dalton,4000000
Timothy Egan,4000000
Timothy Ferriss,4000000
Timothy Garton Ash,4000000
Timothy Geithner,4000000
Timothy Harris,4000000
Timothy John Norton,4000000
Timothy Leary,4000000
Timothy McVeigh,4000000
Timothy Quill,4000000
Timothy Shay Arthur,4000000
Tina Connolly,4000000
Tina Smith,4000000
Tina Turner,4000000
Tinker Sawyer,4000000
Tip O'Neill,4000000
Tiphanie Yanique,4000000
Tippu Tip,4000000
Tipu Sultan,4000000
Titanium dioxide,4000000
Tito Puente,4000000
Tivadar Csontváry Kosztka,4000000
Tjalling Koopmans,4000000
Tjawangwa Dema,4000000
Toasts,4000000
Tobacco,4000000
Tobi Amusan,4000000
Tobias Dantzig,4000000
Tobias Smollett,4000000
Tobin Bell,4000000
Toby Young,4000000
Tod A,4000000
Today,4000000
Todd Akin,4000000
Todd Strasser,4000000
Todor Zhivkov,4000000
Toilet,4000000
Tokenism,4000000
Tokyo,4000000
Tolani Baj,4000000
Toledot Yeshu,4000000
Tom Baker,4000000
Tom Brady,4000000
Tom Bramble,4000000
Tom Burns,4000000
Tom Carroll (surfer),4000000
Tom Clancy,4000000
Tom Clancy's Ghost Recon Advanced Warfighter,4000000
Tom Coburn,4000000
Tom Cotton,4000000
Tom Crean (basketball coach),4000000
Tom Cruise,4000000
Tom DeLay,4000000
Tom DeMarco,4000000
Tom Diaz,4000000
Tom Felton,4000000
Tom Ford,4000000
Tom Frieden,4000000
Tom Hanks,4000000
Tom Hardy,4000000
Tom Heehler,4000000
Tom Hiddleston,4000000
Tom Holt,4000000
Tom Jones,4000000
Tom Lantos,4000000
Tom Lehrer,4000000
Tom McCall,4000000
Tom Peters,4000000
Tom Petty,4000000
Tom R. Burns,4000000
Tom Rath,4000000
Tom Regan,4000000
Tom Robbins,4000000
Tom Scott,4000000
Tom Selleck,4000000
Tom Shadyac,4000000
Tom Stoppard,4000000
Tom Tancredo,4000000
Tom Van Grieken,4000000
Tom Waits,4000000
Tom Wolfe,4000000
Tomas Tranströmer,4000000
Tomasz Vetulani,4000000
Tomato-gate,4000000
Tomi Adeyemi,4000000
Tommy Douglas,4000000
Tommy Franks,4000000
Tommy Lasorda,4000000
Tommy Lee Jones,4000000
Tommy Lee Wallace,4000000
Tommy Newberry,4000000
Tommy Orange,4000000
Tommy Robinson,4000000
"Tommy Smith (footballer, born 1945)",4000000
Tommy Thomas,4000000
Tommy Tuberville,4000000
Tomorrow,4000000
Tomoyuki Yamashita,4000000
Tomás Borge,4000000
Tomás Rivera,4000000
Tomáš Baťa,4000000
Tomáš Garrigue Masaryk,4000000
Tongues,4000000
Toni Basil,4000000
Toni Morrison,4000000
Tonio Kröger,4000000
Tony Abbott,4000000
"Tony Banks, Baron Stratford",4000000
Tony Benn,4000000
Tony Bennett,4000000
Tony Blair,4000000
Tony Buzan,4000000
Tony Fernandes,4000000
Tony Greenstein,4000000
Tony Hatch,4000000
Tony Hayward,4000000
Tony Judt,4000000
Tony Leung,4000000
Tony Richardson (American football),4000000
Tony Schwartz (author),4000000
Tony Vigorito,4000000
Tope Folarin,4000000
Topology,4000000
Torah study,4000000
Tori Amos,4000000
Tornado,4000000
"Tornado outbreak of December 10–11, 2021",4000000
Torno,4000000
Toronto,4000000
Torrie Wilson,4000000
Torts,4000000
Torture,4000000
Total War: Shogun 2,4000000
Total depravity,4000000
Total quality management,4000000
Touch,4000000
Tourism,4000000
Tove Jansson,4000000
Tracey Emin,4000000
Tracey Thorn,4000000
Tracey Ullman,4000000
Traci Bingham,4000000
Tractatus Theologico-Politicus,4000000
Tracy Chapman,4000000
Tracy Chevalier,4000000
Trade unions,4000000
Tradition,4000000
Tragedy,4000000
Trans exclusionary radical feminism,4000000
Transaction cost,4000000
Transcendental idealism,4000000
Transhumanism,4000000
Translation,4000000
Transparency,4000000
Transparency International,4000000
Transport,4000000
Traudl Junge,4000000
Trauma trigger,4000000
Travel,4000000
Travel restrictions related to the COVID-19 pandemic,4000000
Travels (book),4000000
Travis Oliphant,4000000
Treason,4000000
Treatise on the Gods,4000000
Trees,4000000
Tremezzo,4000000
Trent Lott,4000000
Trespass,4000000
Tressie McMillan Cottom,4000000
Trevor Bailey,4000000
Trevor Baylis,4000000
Trevor Loudon,4000000
Trevor Noah,4000000
Trials,4000000
Trials of faith,4000000
Tricia Hersey,4000000
Trickle-down economics,4000000
Trickster,4000000
Tricky (musician),4000000
Trifles,4000000
Trigrammaton,4000000
Trinity,4000000
Trip Hawkins,4000000
Tristan Corbière,4000000
Tristram Hunt,4000000
Tristram Stuart,4000000
Triviality,4000000
Trojan horse,4000000
Trolls,4000000
Tropic of Cancer,4000000
Trotskyist Fraction – Fourth International,4000000
Trouble,4000000
Trousers,4000000
Troy Perry,4000000
True Cross,4000000
Truman Capote,4000000
Trumpery,4000000
Trumpism,4000000
Trust,4000000
Tryon Edwards,4000000
Tré Cool,4000000
Trần Tế Xương,4000000
Ts'ao Sung,4000000
Tsai Ing-wen,4000000
Tsai Ping-kun,4000000
Tsedenbal Tsogzolmaa,4000000
Tseng Ho-jen,4000000
Tsitsi Dangarembga,4000000
Tsugen Jakurei,4000000
Tuberculosis,4000000
Tucker Max,4000000
Tuduetso Masire,4000000
Tuesdays with Morrie,4000000
Tulips,4000000
Tulsi Gabbard,4000000
Tumie Ramsden,4000000
Tumubweine Twinemanzi,4000000
Tun Tun Min,4000000
Turin,4000000
Turkey,4000000
Turkeys,4000000
Turn,4000000
Turtles,4000000
Twiggy,4000000
Twilight,4000000
Twilight of the Idols,4000000
Twins,4000000
Twitter,4000000
Two-party system,4000000
Ty Cobb,4000000
Tyler Perry,4000000
Tyrann Mathieu,4000000
Tyrannicide,4000000
Tyrannosaurus,4000000
Tyranny of the majority,4000000
Tyseer Aboulnasr,4000000
Tyson Fury,4000000
Tzi Ma,4000000
Tzvetan Todorov,4000000
Tōyō Eichō,4000000
U Thant,4000000
Uber,4000000
Uche Jombo,4000000
Uchenna Kanu,4000000
Udhayanidhi Stalin,4000000
Uesugi Kenshin,4000000
Uganda,4000000
Ugliness,4000000
Ugo Cavallero,4000000
Uhuru Kenyatta,4000000
Ukhnaagiin Khürelsükh,4000000
Ukraine,4000000
